,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362
327,365257,358905,364963,408080,399651,353009,152511,369546,362402,61676,53355,365148,365172,365437,363167,326516,366806,370668,55749,370970,364271,365018,349205,225735,346341,127623,525226,359957,346713,326953,359533,368310,57485,247254,368730,239388,54936,396353,375200,330530,374877,111042,358650,366302,370080,314993,362108,314115,367172,363093,313200,367167,171234,562910,301461,111382,347000,359021,368973,366384,367722,366976,369375,366314,359590,367119,421238,317789,343434,525966,369283,390473,368876,340513,368406,369807,370791,171331,361364,374927,311631,393581,347742,387556,365947,315123,459279,371932,368271,168603,328751,355471,356160,312206,276406,331408,340513,314583,361732,433415,365106,360544,366846,342979,364583,388700,374306,365598,370412,364504,345051,345846,364633,393581,384761,240357,365800,353358,343822,360348,343179,369485,365370,311277,311487,362304,365825,370252,277564,366807,368557,363043,369030,363521,366518,381397,368706,364519,362659,54999,368076,369249,365861,433386,407689,128689,363483,358621,368645,361730,365117,174050,387339,173835,363541,56689,335794,312234,375605,346058,304040,369703,54698,365951,193655,341396,345769,364605,363118,347244,362942,367969,326940,314106,364398,54996,366658,66263,366762,364244,221827,365449,370156,349332,312171,366984,246532,396196,290009,192096,225142,426840,447658,170422,377065,410630,374899,587879,390371,432448,334877,425160,231034,381460,38696,173553,369788,354071,172214,351540,359511,124374,214100,209395,303609,384835,366188,372511,313856,316780,245606,525011,527216,378346,301733,197120,302032,350004,108481,153886,208552,247482,197186,387032,38663,358433,394250,370478,334706,169996,382277,364383,201079,381972,374768,390273,388524,311761,151287,369091,369952,360319,195102,311472,315801,320967,364745,345938,345260,365727,103607,331131,301762,321804,124374,68576,194457,200303,408397,366661,365760,368675,366263,365159,294166,330175,245650,301889,152986,191702,365897,57776,176358,55818,409719,318448,343378,204096,152838,365119,525088,332280,335038,363544,83671,144507,333541,370901,223925,161022,382584,172996,301887,331507,358789,324607,381280,289710,199746,191946,376583,289323,308569,191970,233334,278249,99001,98663,92561,109249,327977,281486,145861,152405,175344,250755,15323,0,26130,275664,266919,321163,206166,272642,371132,198423,393878,245854,210325,186422,186602,46982,197872,55180,562637,52971,244992,47141,47018,342211,120691,48838,19255,68926,249329,177846,163832,332571,366812,47931,27011,289206,292079
328,375787,369435,375493,418610,410181,356796,163041,380076,372931,53135,54275,375678,375702,375967,373697,330303,377336,381198,37464,381500,374801,375548,359735,183309,356871,103360,529013,370487,357243,337482,370063,378840,41563,205172,379260,201969,39221,414713,385730,341060,385407,84432,369180,376832,380610,318780,372638,317902,377702,373623,316987,377697,181764,566697,311991,84773,357530,369551,379502,376914,378252,377506,379905,376844,370120,377649,425025,321576,353964,529753,379813,385224,379405,351042,378936,380337,381321,181860,371894,385457,315417,411940,358272,405745,376477,318910,477639,382462,378801,179133,332538,366001,366689,315993,286936,341938,351042,318370,372262,443945,375636,371074,377375,353509,375112,399230,384836,376127,380942,375034,355581,356376,375163,411940,402950,202938,376330,363888,354352,370877,353709,380015,375900,315064,315274,372833,376355,380782,288094,377337,379087,373573,379559,374051,377048,391927,379236,375049,373189,39415,378605,379779,376391,443916,418219,104425,374013,369150,379174,372260,375647,184580,382090,184365,374071,39691,346324,316021,386134,356588,307826,380233,38983,376480,204185,351926,356299,375135,373648,357773,373472,378499,337470,317893,374928,39280,377188,66347,377291,374774,232357,360200,380686,359862,315957,377514,201769,406726,300539,165487,198533,437370,458188,180952,387595,428989,385429,591665,400901,442977,345406,443520,196208,391990,42483,184083,380318,364600,182743,362069,370040,128161,224630,154068,307396,403025,376718,383040,317643,320567,200320,528798,531003,388875,312263,207649,312561,360534,81872,164416,219081,203532,170577,405221,21294,368963,404779,381008,345236,180526,392806,374913,211608,400161,385298,400803,399054,315548,161816,379621,380482,370849,168492,315259,319588,331497,375275,356468,355790,360478,114137,341661,312292,332334,128160,44313,167848,210832,418927,377191,376290,379205,376793,375689,304696,340705,200364,305676,163515,202231,376427,41270,186888,37534,413505,322235,353908,214626,163368,375649,528875,342809,345568,374074,94201,155037,344071,381431,234454,171552,393114,183526,312417,342036,353541,335137,391810,300239,210276,202476,387113,299853,319099,202500,243864,288779,72391,109193,65951,119779,331764,292016,121597,128142,179130,254542,25852,35628,0,286194,277449,331693,216695,283172,381662,208952,404408,201701,220855,196952,197132,57512,208402,65710,566423,53892,211101,50928,50805,352741,78852,24575,23041,59562,259859,175744,174362,343101,377341,58461,27931,262596,302609
329,122295,121184,127241,184686,176257,617657,121052,124855,121746,246077,249724,122334,122340,122607,120335,572505,123844,125432,264075,159604,121457,122188,119836,352366,116972,184080,789875,125800,117344,97583,121812,122311,248805,377792,145336,374589,248500,166984,151806,123110,151483,232587,124241,120593,125389,572311,124386,570838,121828,131040,572360,124205,110165,827559,192235,232927,117631,124612,124103,124199,121091,124014,124684,142920,125181,124157,685887,582251,136014,790615,124414,161850,131154,116973,123715,123807,126100,110262,121854,126808,576279,164212,118373,158187,122985,572441,229910,160566,133862,140614,571463,148051,121750,576855,39017,242336,116973,571691,124010,182159,122461,122822,124031,113610,126861,165306,166885,127338,125543,121573,115682,116477,126911,164212,155392,375558,120090,129964,114453,120752,113810,123558,122538,575926,576136,124582,122863,125202,39957,123845,126373,125321,123030,125799,123556,136239,123470,118647,124937,249080,123828,131528,123148,183155,184294,184246,117449,120899,123409,119137,122117,112981,179429,112766,129132,251341,246722,576883,152210,116689,568688,124467,248338,122989,113705,112027,116400,121791,125396,117875,121248,123002,97571,578755,121437,248165,124474,232570,124577,126522,86567,157539,125528,222231,576819,121747,374389,172802,190419,157029,302672,327250,278474,103641,153671,181261,163105,852527,301300,225027,105508,195791,365265,136302,303345,112484,126826,121455,126019,128145,121789,385181,312196,323125,568258,155466,123394,130326,572020,570373,372940,789660,791865,154951,192508,109571,192806,222903,228413,122427,95764,376152,263659,157663,268147,124024,138211,124479,245634,101741,158882,123882,79925,152603,151374,166879,165130,576410,177222,123856,123953,126162,154500,576121,580450,187132,121913,116569,256189,157817,176188,242059,192536,92435,385180,244792,151141,76167,185003,123699,122339,126491,123301,122159,194577,122755,372984,566538,129006,103823,122935,249095,115289,264145,674367,570159,114009,91613,177750,122304,789737,243208,245967,125822,266424,176662,104172,159535,85439,151670,159190,111927,202297,102138,150880,235536,157886,82289,81317,113148,174200,81903,138280,113173,76771,176399,241662,198418,246563,181682,592626,74066,176433,164857,439992,515404,279971,265010,290779,0,38630,135442,79685,170792,128947,78326,186458,374321,84343,91169,91349,244749,77212,247309,827285,251477,380157,311789,311666,242621,242228,262642,283903,246324,27073,121414,143818,243500,124627,236401,291660,92626,128434
330,85025,83914,89971,147416,138987,636626,130024,87585,84476,255048,258695,85064,85070,85337,83065,596400,86574,88162,273047,122334,84187,84918,82566,376261,79702,193051,808844,88530,80074,60314,84542,85041,257776,401687,108066,398483,257472,129714,114536,131455,114213,241559,86971,83323,88119,596205,87116,594732,84558,93770,596255,86935,119137,846528,184870,241899,80361,87342,86833,86929,83821,86744,87414,105650,87911,86887,704856,606146,138914,809584,87144,124580,93884,79703,86445,86538,88830,119234,84584,89538,595248,126942,81103,120917,85715,596335,192640,123296,96592,141356,595357,113194,84480,595824,9767,234972,79703,595586,86740,144889,85191,85552,86761,76340,89591,128036,170716,90068,88273,84303,78412,79207,89641,126942,118122,399453,82820,92694,77183,83482,76540,86288,85268,594895,595105,87312,85593,87932,10926,86575,89103,88051,85760,88529,86286,98969,86200,81377,87667,258052,86559,94258,85878,145886,147024,193218,80179,83629,86139,81867,84847,121953,143201,121738,91862,260313,239358,595852,114940,79419,587657,87197,257309,85719,114447,74757,79130,84521,88126,80605,83978,85732,60301,597724,84167,257137,87204,241542,87307,89252,87309,121899,88258,229029,595788,84477,398283,135532,183055,182493,326673,339123,277705,112613,116401,143991,125835,871496,293935,224258,68238,158521,389160,99032,312317,121456,89556,84185,134991,90875,84519,409075,321168,347020,587227,118196,86124,93056,595915,594268,396834,808629,810834,117681,185143,110313,185441,229701,237385,131399,104736,400047,254653,120393,277118,86754,100941,87209,238270,110713,121612,86612,88897,115333,114104,129609,127860,595379,186194,86586,86683,88892,184813,599862,599419,179768,84643,79299,248824,122177,185160,234695,185172,55165,409075,253764,182688,85139,147733,86429,85069,89221,86031,84889,187212,131498,396878,585507,137978,112795,85665,258067,126072,273117,693336,594054,76739,100585,186722,85034,808706,235844,238602,88552,275396,185634,66902,122265,86181,160642,121920,120899,194933,64868,113696,228171,120616,74951,90289,113890,136930,74564,130915,113915,77513,169034,250634,207390,255535,190654,611595,66702,185405,173829,458961,534373,288943,273982,299751,9025,0,128078,88657,163427,91677,87298,185689,398216,93315,118443,118624,253720,86184,256280,846254,260449,404052,320761,320638,235257,251200,271613,292875,255296,34771,130386,144560,236135,87357,245373,300632,91207,121069
331,148210,141858,133256,161527,153098,647327,159117,140626,145355,275746,279393,148101,135451,148390,146120,620834,149759,153621,293744,141403,147224,147971,154504,461140,151640,292854,819544,129227,148671,148912,130803,151264,278474,486566,122042,483363,278170,192091,128512,76149,128189,341361,126422,149255,140917,609311,131237,608433,150126,132697,607518,137280,150975,857228,80516,341701,148958,126696,151926,135305,150675,136828,140455,119761,130107,150072,715556,612107,64769,820284,152237,213179,138004,123466,151359,152760,141503,151072,144317,128239,605948,188682,149701,204761,148901,609441,252070,142783,137291,146459,623069,90979,126607,606524,122145,130617,123466,608901,131801,186862,148059,143497,136966,144047,133733,102024,89510,128994,153365,147457,150350,154918,133783,188682,206720,484333,148753,118867,145781,143301,165139,152439,135487,605595,605805,132591,148778,140685,123085,149761,139242,132193,151983,132650,149471,134709,151659,147472,131788,278749,151029,138378,136235,186832,161135,293020,146436,141574,151598,144683,148070,150289,231799,150073,132561,281010,135003,606552,100167,143771,598357,152656,278007,148904,156004,143465,147728,147559,132268,149202,145896,150922,148900,608424,147352,277834,135867,262239,135970,132506,132065,278417,140263,86375,606488,149937,483163,149643,78700,251638,411446,215531,151064,165439,114310,202648,144653,882197,189580,147652,147682,194026,474039,134772,333014,150597,140221,137024,229119,113667,142464,418692,350262,431899,597927,206795,135756,141889,608174,611098,481714,819329,821534,99760,80788,151870,81086,87047,337187,160492,190373,484926,372434,204930,297816,125725,142042,153431,133915,182334,114465,133533,121659,203932,128080,138065,141970,606079,215288,152045,152905,129588,249110,605790,610119,75413,147698,145688,144470,278695,215410,130340,80817,142287,418692,286993,245750,130855,161844,149614,148714,138053,149216,148113,82857,70860,481758,596207,167072,185824,148850,278765,148631,293814,704037,612766,149766,169558,215816,148072,819406,131489,134248,132694,296093,214728,154171,141334,130937,189736,114249,149417,90578,153466,202294,123816,100674,96295,140789,135701,97918,95909,27139,135725,122269,91367,350437,232232,335674,211351,622295,65610,285207,273631,469662,545073,309640,294679,320448,130851,142390,0,174294,96070,140510,135435,109083,483096,169603,160000,160180,274418,130523,276978,856954,281146,488932,341459,341336,130902,351002,299322,313573,275993,127698,230188,149663,131780,136020,266070,321329,196376,25425
332,164194,163083,169140,226585,218156,538514,84382,166755,163645,166934,170581,164233,164239,164506,162234,493362,165743,167332,184932,201503,163356,164087,161735,273223,158871,104937,710732,167699,159243,139483,163711,164210,169662,298649,187235,295446,169358,208884,193705,163525,193382,153444,166140,162492,167288,493168,166285,491695,163727,172940,493217,166105,73496,748416,209009,153784,159530,166511,166003,166098,162990,165914,166584,184819,167080,166057,606744,503108,176429,711472,166314,202912,173053,158872,165614,165707,168000,73592,163754,168707,497136,206111,160272,200086,164885,493298,271809,202465,175761,96070,492320,192363,163650,497712,88937,238956,158872,492548,165909,224058,164360,164721,165930,155509,168760,207205,207301,169237,167442,163472,157581,158376,168810,206111,197291,296415,161989,171863,156352,162651,155709,165458,164437,496783,496993,166481,164762,167101,90095,165745,168272,167220,164929,167699,165455,178139,165369,160546,166836,169937,165728,173427,165047,225055,226194,105103,159349,162799,165308,161037,164016,76312,199777,76097,171031,172198,243342,497740,194110,158588,489545,166366,169195,164888,68317,153927,158300,163690,167296,159774,163148,164901,139471,499612,163336,169022,166373,153427,166476,168421,58700,177888,167427,256880,497676,163646,295246,214701,197557,77886,223529,334388,318889,66972,195570,223160,205004,773384,297919,265443,147407,237691,286122,178202,224202,75815,168725,163354,46876,170045,163688,306038,275527,243982,489115,197366,165293,172225,492877,491230,293797,710517,712722,196851,209281,71781,209579,257552,149270,85758,16621,297009,184516,199562,189004,165923,180110,166378,242254,52680,200781,165781,53033,194502,193273,208778,207029,497267,140553,165755,165852,168061,75357,496978,501307,228515,163812,158468,252808,178166,97045,238679,209310,134334,306037,165649,71998,45379,226902,165599,164238,168390,165200,164059,201714,163170,293841,487395,92337,72878,164835,169953,78620,185002,595224,491016,155909,12470,141081,164204,710594,239828,242586,167721,187281,139993,146072,201434,69214,115001,201089,75258,209435,144037,171228,232155,199785,122704,44648,82913,216099,122318,169875,82937,78623,185797,162520,119276,167420,102539,513483,114481,97290,85714,360849,436261,200828,185867,211636,88195,79449,175858,0,180190,170846,43391,226873,295178,14047,59032,59730,165606,46876,168166,748142,172334,301015,232647,232524,249759,163085,183499,204760,167181,61859,42271,91299,240119,166526,157258,212517,81931,153385
333,212443,206091,197489,225759,217331,616002,127793,204859,209587,244421,248068,212334,199683,212622,210353,589510,213991,217854,262420,205635,211457,212203,218736,429816,215873,261529,788220,193459,212904,213145,195035,215496,247149,455242,186275,452039,246845,256323,192745,140382,192421,310036,190654,213488,205150,577987,195469,577108,214358,196929,576193,201513,119650,825903,29216,310377,213191,190929,216158,199537,214908,201061,204687,183993,194339,214305,684231,580783,129001,788959,216469,277411,202237,187698,215592,216993,205735,119747,208550,192471,574624,252914,213933,268994,213133,578117,316303,207015,201523,115135,591745,155212,190840,575200,160318,69568,187698,577576,196034,251094,212292,207729,201198,208279,197965,166257,153743,193227,217598,211690,214583,219150,198015,252914,270953,453008,212986,183099,210013,207533,229371,216671,199720,574271,574480,196823,213010,204918,161258,213993,203475,196425,216215,196882,213704,198941,215892,211705,196020,247425,215261,202611,200467,251065,225368,261696,210669,205806,215830,208916,212303,118964,296032,118749,196794,249685,73954,575227,164400,208003,567033,216889,246682,213136,124679,207698,211960,211791,196501,213435,210128,215155,213133,577100,211584,246509,200100,230915,200203,196739,137894,328247,204495,77088,575164,214169,451838,213875,17764,241714,380121,154595,175413,134115,178543,266881,208886,850872,128531,146336,211915,258259,442715,199004,301690,119273,204453,201256,197795,177899,206696,387367,318937,400575,566602,271027,199989,206121,576849,579773,450389,788005,790210,163993,29489,120545,29787,77760,305862,129168,177466,453602,341109,269162,266491,189957,206274,217664,72866,151009,178698,197766,118222,268164,192313,202298,206203,574755,183964,216277,217138,193821,239185,574465,578794,48722,211931,209920,83420,328525,184086,69291,29518,206519,387367,255668,235826,127419,226076,213847,212946,202286,213449,212345,21922,135092,450433,564883,135747,154500,213083,247440,117307,262490,672712,581441,213998,166122,184491,212304,788082,70439,73198,196926,264768,183403,218404,205567,139991,158411,178481,118093,29643,217699,266527,62767,164906,117339,162545,104376,162150,116953,91371,104401,149401,6005,319112,200908,304349,180026,590970,103766,253883,242307,438337,513749,278316,263355,289124,169024,180563,103965,161387,0,204743,145710,173315,451771,166167,128675,128856,243093,140646,245653,825630,249822,457607,310134,310011,69967,319678,267997,282248,244669,165871,198863,118338,70731,200253,234745,290004,263370,71114
334,8604,11917,8702,12502,14770,710196,221987,6884,10231,338615,342262,8349,8232,8229,9708,683704,8441,8936,356614,8906,9226,9009,11344,451099,15767,307201,882414,10977,14056,37439,11982,9723,341343,476525,22817,473321,341039,22972,17600,69376,24856,340259,14875,10667,6492,672181,9798,671302,10067,9164,670387,7615,211100,920098,193161,340599,12966,15076,8001,5993,9827,7163,6713,32978,15738,7297,778426,674977,76835,883153,8312,72482,3154,32921,7805,11046,6904,211197,10747,15987,668818,33664,12258,10140,8002,672311,97053,8155,9485,214624,670195,64967,18764,669394,92942,243263,32921,671770,9549,14394,8526,11549,6991,26615,7705,64787,122490,11116,7108,9245,16690,40099,7516,33664,13315,474291,10847,39689,16309,12939,42962,9193,8268,668465,668674,9433,8109,8188,94101,7837,5846,8353,9372,7616,7377,10077,8566,11322,8629,341619,8436,3469,7905,16071,11458,307368,11605,13100,8016,10440,9027,213917,92862,213701,11985,343879,247649,669421,66714,13261,661227,8803,340876,7911,187715,18756,13660,9076,8755,12449,9989,8531,37427,671294,10416,340704,6613,325109,6376,8507,160577,139480,5665,180803,669358,10708,473121,21284,191346,257331,401511,290897,229479,204576,45864,18855,8281,945066,302226,176032,28766,56366,463998,10140,395884,213420,7804,18903,249141,30244,11757,481562,413131,421858,660797,13389,8499,4991,671043,673967,471672,882199,884404,70114,193434,183581,193732,181475,336032,223362,218885,474885,329491,16533,360685,16389,8725,9156,246561,214045,51076,7672,171254,15647,17168,12078,14087,668949,278158,8349,11192,11037,259651,668659,672988,188059,8705,12043,257115,139758,278280,242986,193463,63925,481561,349862,257526,180451,12819,7654,9686,3968,7815,9979,195503,69420,471716,659077,229942,207064,8881,341634,199340,356684,766906,675635,20045,214735,278686,8144,882276,244134,246893,8171,358962,277597,26705,8838,159449,252605,51384,212862,203224,34110,63357,236462,72389,86222,190384,187158,88703,85836,139785,187183,150781,204012,349281,295102,354182,274220,685164,101506,299555,287979,532531,607943,372510,357549,383318,92181,128250,112840,202806,208715,0,185030,137463,473054,207465,191711,191892,337287,180118,339847,919824,344016,478890,404328,404205,243548,352309,362191,376442,338863,118430,244535,217828,244426,6428,328940,384198,166045,138070
335,159193,169670,175728,218845,210416,534474,46265,161753,173166,162893,166540,175913,175937,159505,173932,507982,160741,162330,180892,196501,175036,159086,156734,311332,153870,143045,706691,170722,154241,134481,170298,159209,165621,336758,179495,333555,165317,203882,185965,141295,185642,191552,169415,157490,162287,496459,172873,495580,158725,173858,494665,161103,35378,744375,170891,191893,154528,169786,161001,177149,157989,160912,161582,177079,170355,161055,602703,499255,154199,707431,161312,198002,179641,151277,160613,160705,162998,35475,172129,185692,493096,201109,155271,195085,159883,496589,266807,197464,179036,57953,510217,166236,166925,493672,83935,200838,151277,496048,172497,219057,175871,171309,177610,150508,175348,199465,185071,176363,162441,175269,152580,153374,175398,201109,192289,334524,156988,164123,151351,171112,150708,160456,176135,492743,492952,173068,159760,162099,85093,160743,179322,173808,159928,174286,160454,192162,160368,155545,173424,165896,160726,180014,160045,220053,218454,143212,154347,169386,160306,172495,159015,38195,194867,37979,174306,168157,205224,493699,186370,153587,485505,161365,165154,159886,30199,148925,153298,175370,173883,154772,173707,159899,134469,495572,158334,164981,177423,149387,177527,175009,24176,172978,180921,218763,493636,158644,333354,206961,159439,115995,261637,296270,296659,28854,187830,218158,200002,769344,259801,243213,142405,232689,324231,192225,220162,37697,163724,164835,84985,162305,170275,305839,237409,282091,485074,192364,176953,183276,495321,498245,331905,706477,708682,189111,171164,33663,171462,219435,187378,47640,54730,335118,222625,194560,184963,169198,205015,161376,204136,37459,193041,175148,14784,189501,185533,201038,199289,493226,102435,160753,160850,171084,113466,492937,497266,190397,175510,153466,214691,173256,102557,200561,171192,129332,305839,174140,110106,6703,219162,160597,159237,179440,160199,159057,163597,140940,331949,483355,54219,29036,159833,165912,40503,180961,591184,499913,150907,43385,102963,175884,706554,201710,204469,174309,183240,101875,141070,196433,34690,76883,193349,37140,171318,139035,166318,194038,192045,100474,6530,44795,187348,100088,177999,44819,44099,147680,200628,119380,205529,98498,509442,92251,135399,123823,356809,432221,196788,181827,207596,83193,74447,153628,38650,142073,181897,0,204643,333287,43430,20914,21612,161565,8482,164125,744102,168294,339123,228606,228483,211642,201194,186469,200720,163141,56858,80379,53182,202002,177576,153217,208476,108101,161509
336,141214,118779,119202,144113,135684,729382,241173,128668,138358,357801,361448,124504,123493,124559,139124,702890,142763,129475,375800,129445,140228,140975,147508,494674,144644,326387,901600,117269,141675,141916,118845,144267,360529,520099,104628,516896,360225,174676,111098,80498,110775,374894,115311,142259,128959,691367,119279,690488,143129,118416,689573,125322,230286,939284,168361,375234,141962,115683,127568,123347,143679,124870,128497,102346,112693,125249,797611,694163,89176,902339,127879,210010,122994,116469,127312,145764,129545,230383,121465,110825,688004,171268,142704,187347,124844,691497,234656,130825,119877,233810,705125,86129,116103,688580,169843,218463,116469,690956,119843,169447,124477,121018,125008,137051,121775,65731,19633,117036,129008,140461,143354,147921,121825,171268,189680,517866,141757,99323,138785,122408,158142,145442,123529,687651,687860,120633,141782,128727,170783,142764,127284,120235,144987,120692,126004,117295,144663,140476,119830,360805,144032,123309,124277,169418,143721,326554,139440,119507,127584,137687,141074,233103,224803,232887,115147,363065,222848,688607,73402,136774,680413,128371,360062,141908,206901,136469,140732,140562,120310,142206,138899,143926,141904,690480,140355,359890,123909,344295,124013,120549,179763,271421,128305,76905,688544,142941,516696,132229,166545,299336,444979,170709,101017,223762,93640,185234,132695,964252,277426,47570,140686,176612,507573,117358,415070,232605,128263,117512,268327,105039,119632,500748,432317,465432,679982,189755,123798,129931,690229,693153,515247,901385,903590,75520,168634,202767,168932,77577,370720,242548,238071,518460,405967,187515,379871,114999,124627,129694,221761,233231,95836,121575,190440,191800,110666,120651,124556,688135,297344,127916,145909,117631,296808,687845,692174,101025,124158,138691,232315,271699,297466,218186,168662,135291,500747,369048,293448,199637,144429,124826,141717,126095,124657,141116,170703,80542,515291,678263,249127,226250,141854,360820,218526,375870,786092,694821,142769,233920,297871,124269,901462,219334,222093,120736,378148,296783,147175,129376,178635,271791,94958,232048,178424,146470,195298,211662,74373,120509,209570,206344,65441,120123,114984,206369,169967,179212,383970,314288,388870,293406,704350,113308,318741,307165,551717,627129,391696,376735,402504,184838,190088,88040,221992,183915,125737,204216,0,516629,226650,210897,211077,356473,199304,359033,939010,363202,522465,423514,423391,152167,384536,381377,395628,358049,175397,263721,237014,219626,124062,348125,403384,248562,113270
337,442171,442723,448781,499956,513270,229528,327663,467538,441622,238607,238380,442209,442216,442483,440211,192832,443720,465577,231285,464879,441333,442064,440700,31557,437837,203340,403819,447340,437220,417514,443352,458925,245033,2639,482349,3427,243668,472430,488819,471103,488496,165599,445780,440468,466767,192638,445926,191165,442692,452580,192687,444081,332514,450764,474920,165939,437507,446152,467612,444075,441955,443890,467367,479933,446720,444033,299831,202578,484007,404559,467923,442942,448375,453986,467708,460785,466860,332611,441791,448348,244851,469658,438249,463463,442861,192768,535356,465842,455401,355089,191790,487477,443290,245427,378038,504867,453986,192018,445550,487605,442336,441669,468400,432837,445458,502319,514879,448878,466291,441449,436547,432908,445439,469658,460667,3095,439966,466977,434329,440688,430241,460958,442414,244498,244708,443119,442739,464829,379196,443721,468664,444531,459471,447339,443432,457779,467122,438523,446477,233235,467480,448748,443024,488602,500669,204405,438615,442439,467060,440625,441993,335331,439807,335115,450672,229643,509253,245455,489224,438117,237260,465878,243418,442864,334228,433232,436276,441667,444199,437750,441124,460605,417502,247327,441312,243716,444350,252920,444453,448062,347802,417918,467201,522792,245391,441622,53,508741,463468,223204,160828,600299,621117,325990,490684,486707,468380,475733,563831,573021,428215,501237,22775,457842,231980,334834,465287,442995,269702,465158,443328,130063,423572,64686,236830,460742,443269,471655,192347,190700,7367,403604,405809,491964,475193,337692,475491,523464,168050,315318,291980,2768,228537,462939,240699,445564,459751,460349,508165,312076,495895,443757,342135,457879,488387,459746,502143,244982,369707,460289,460930,447701,226210,196294,249022,494426,441789,437734,518720,418196,309760,504590,475221,420748,130063,229785,225565,334481,500273,443575,442215,446367,443177,442035,467626,470748,7411,219776,329617,332275,442811,245324,337639,231355,283092,190486,429274,298429,370235,442180,403681,505739,508498,447362,293143,369147,441185,464811,364498,344155,496203,334276,475347,418416,411258,498067,494899,430283,333749,348824,511213,429896,482029,348849,373907,451709,181300,304816,186200,315402,261198,422059,210234,216779,108564,183976,238311,248087,202516,377296,368550,483436,300499,446102,471534,332493,534451,0,304658,326995,327175,256412,338445,277097,450491,237996,11565,240425,240302,515671,150792,231843,225976,245035,350961,264381,350318,506031,444503,257403,242547,320314,465539
338,163056,161944,168002,225446,217018,548217,83229,165616,162507,176636,180283,163094,163100,163368,161096,503065,164604,203514,194635,202817,162218,162949,160597,282926,157733,114639,720434,166560,158104,138344,162573,163072,179364,308351,186097,305148,179060,210368,192567,174667,192243,163146,165001,161353,204705,502870,165147,501397,162588,171801,502919,164966,72343,758118,207856,163486,158391,165373,164864,164960,161851,164775,165445,183680,165941,164918,616446,512811,187570,721174,165175,180879,171914,157734,164476,164568,204797,72439,162615,167568,506839,207595,159134,201400,163746,503000,273293,203779,174622,94917,502022,191224,162511,507415,87798,237803,157734,502251,164771,225542,163221,163582,164792,154371,167621,206066,218442,168099,204228,162334,156443,157237,167672,207595,198605,306118,160851,170724,155214,161512,154571,164319,163299,506486,506695,165342,163623,202766,88956,164606,167133,166082,163791,166560,164317,177000,164231,159408,165698,179639,164589,172288,163908,226539,225055,114806,158210,161660,164169,159898,162878,75159,177745,74944,169893,181900,242189,507442,192971,157450,499248,165228,178897,163749,67164,152788,157161,162552,166157,158635,162009,163762,138332,509315,162197,178724,165234,163129,165338,167282,57547,155855,166289,255727,507379,162507,304948,213563,196404,73437,233231,333235,330030,65819,194431,224644,206318,783087,296766,276584,146268,239175,295825,177063,233905,74662,203224,162215,56579,168906,162549,315740,274374,253684,498817,198679,164154,171087,502579,500933,303499,720220,722425,195712,208128,70628,208426,256399,158972,84604,8908,306712,158093,200876,198706,164785,178972,198286,241101,52526,199643,164642,51880,195816,192134,207639,205890,506969,139400,164616,164713,166922,70908,506680,511009,227362,162674,157329,251655,156133,106748,237526,208157,133195,315740,175351,67549,44226,225763,164460,163100,167251,164062,162920,200561,174311,303543,497098,91184,66001,163696,179655,77467,194704,604927,500719,154770,3754,139928,163065,720296,238674,241433,166583,196983,138840,144933,202748,68061,113848,199951,74104,208282,142898,149195,231002,198646,133846,43495,81760,214960,133460,168722,81784,77470,184644,172222,128978,177122,112241,523185,125623,106993,95417,370552,445964,210531,195569,221339,87056,78310,186999,10244,179037,169708,42238,238014,304881,0,57879,58577,175308,45723,177868,757845,182037,310717,242349,242226,248606,172788,193201,214463,176883,60721,51973,90146,238966,165388,166960,222219,65578,152232
